name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
御製勤政箴 冊,法書,長4.3公分 寬3.9公分,清 乾隆,紙本冊頁，前後以木質裝幀，木質封面上有「御製勤政箴」填金隸字題銘。內容為戴衢亨（1755-1811）以楷書抄寫清高宗的勤政箴：「御製勤政箴 為政在勤，勤則不匱，建極寰區，凜承主器，一日萬幾，曷敢暫置，居敬開誠，殫心撫字，宵旰不遑，永勵此志，誕告百揆，敬共爾位，亮采寅清，竭忠盡智，務抒大猷，毋憚小累，致君澤民，夙興夜寐，一德咸孚，欽明光被，勿耽宴安，日就怠棄，弼予一人，勉圖郅治。   臣戴衢亨敬書」，書風工整秀麗，冊末並有戴衢亨自識款印「臣、衢」。本冊頁儲於剔紅茶花圓盒（故漆542）中。,https://digitalarchive.npm.gov.tw/Collection/Detail/60922?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=188591&randomCode=43533154103&maxW=200&maxH=200,故書001133,故,書,法書
御製心銘 冊,法書,長3.9公分 寬4.3公分,清 乾隆,紙本冊頁，前後以木質裝幀，木質封面上有「御製心銘」填金隸字題銘。內容為戴衢亨（1755-1811）以楷書抄寫清高宗的心銘：「御製心銘 ，心統百體，涵性立基，聖狂趨向，一念轉移，功先慎獨，行無越思，程子四勿，楊震四知，屏除妄想，操存舍馳，靜兮理欲，動合措施，承百王後，作君作師，守成由舊，蹈矩循規，養正示則，凜依綱維，太虛皎日，屢照不疲，欲屏外誘，內省勿欺，年臻知命，道義未窺，寸田培植，飽德若飴，幾餘自述，念茲在茲。  臣戴衢亨敬書」，書風工整秀麗，冊末並有戴衢亨自識款印「臣、衢」。本冊頁儲於剔紅如意雲紋圓盒（故漆541）中。,https://digitalarchive.npm.gov.tw/Collection/Detail/60921?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=351699&randomCode=73144144204&maxW=200&maxH=200,故書001132,故,書,法書
御臨米帖 冊,法書,長6.4公分 寬6.4公分,清 乾隆二十六年,紙本冊頁，前後以木質裝幀，木質封面上有「御臨米帖」填金四隸字題銘。內容為清高宗臨寫宋代書法家米芾尺牘之作。文末帶紅地陽文印「得佳趣」，陰地紅字印「乾隆宸翰」。另帶有「教育部點檢之章」。米芾書風素以鋒勢多變、起止迅捷著稱，特其單字左傾右倒又能上下行氣一貫。清高宗臨寫之際，則將這些變化轉為自身熟悉的均質長線條書寫，雖與米芾樣貌相去有間，但也藉由米芾的字勢，增添了書寫上的氣勢與變化。,https://digitalarchive.npm.gov.tw/Collection/Detail/60920?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=339512&randomCode=60590036284&maxW=200&maxH=200,故書001131,故,書,法書
臨王帖 冊,法書,長12.1公分 寬12.1公分,清 乾隆,小冊頁，前後以木質裝幀，木質封面刻「梁國治臨王帖」填金隸字。內頁為梁國治（1723-1786）所臨二王尺牘，共計十一帖，其中臨王羲之者七帖，臨王獻之者四帖，由卷末款識可知，諸帖均出於〈快雪堂帖〉中。而梁國治臨書與王羲之有一定的距離，大抵是以自家剛勁的筆法來抄寫二王書帖，而不甚別出二王諸帖間的書寫差別，所以整篇精神飽滿，一如梁國治調性相同的自運之作。梁國治為乾隆十三年進士，曾參與《四庫全書》的編篡。,https://digitalarchive.npm.gov.tw/Collection/Detail/60919?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=338135&randomCode=65836737993&maxW=200&maxH=200,故書001124,故,書,法書
臨趙帖 冊,法書,長12.1公分 寬12.1公分,清 乾隆,小冊頁，前後以木質裝幀，木質封面刻「曹文埴臨趙帖」填金隸字。內頁為曹文埴（1735-1798）臨元代書法家趙孟頫尺牘，趙孟頫書法端麗秀雅，即在尺牘亦甚精心書寫，曹文埴臨之，大抵因為秉性所致，便結字書寫略顯外放，失去了趙孟頫尺牘中的章法變化，大小相距不大的結字，也讓整體較為規矩，但除此之外，曹文埴臨書中對草法及點劃的純熟掌握，也讓作品的書寫自信更加顯明。曹文埴為清乾隆、嘉慶朝大臣，曾參與《四庫全書》的編篡。,https://digitalarchive.npm.gov.tw/Collection/Detail/60918?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=338124&randomCode=42087932717&maxW=200&maxH=200,故書001123,故,書,法書
御製墨雲室記 冊,法書,長11.0公分 寬6.5公分 厚1.4公分,清 乾隆,小冊頁，前後以木質裝幀，木質封面刻「御製墨雲室記」填金隸字。內頁繪有界格，四邊金彩繪有雲朵、桃實、蝙蝠，其上胡季堂（1729-1800）並以清麗的楷書抄寫清高宗所作之〈墨雲室記〉一文。所謂〈墨雲室記〉，是清高宗因喜愛畢沅（1730-1797）所進之李廷珪墨，特別將之養性殿西暖閣命名為「墨雲室」，記述此事的文章。此冊頁與同樣刻有〈墨雲室記〉的玉冊同儲於長方木盒中。,https://digitalarchive.npm.gov.tw/Collection/Detail/60917?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=338113&randomCode=18396803649&maxW=200&maxH=200,故書001122,故,書,法書
清仁宗御筆得雨敬述 冊,法書,長22.8公分 寬12.8公分,清 嘉慶五年,小冊頁，封面包錦楷字題籤：「御筆得雨敬述」，內容為清仁宗因祈雨而作的記事詩，全作以楷書書成。末頁有嘉慶五年（1800）款識，上並鈐有「寶笈三編」，可知此件作品應見錄於《石渠寶笈三編》。今依《石渠寶笈三編》「養心殿 一」對〈御筆得雨敬述詩〉之載記，其冊上應有「養心殿寶」印記，但實物上未見。,https://digitalarchive.npm.gov.tw/Collection/Detail/60916?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=337527&randomCode=1777297963&maxW=200&maxH=200,故書001121,故,書,法書
御書詩小雅七篇 冊,法書,長7.1公分 寬4.6公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60915?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1212071&randomCode=1557864841&maxW=200&maxH=200,故書001120,故,書,法書
臨顏真卿麻姑仙壇記 冊,法書,長7.0公分 寬4.3公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60914?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1212052&randomCode=1998461790&maxW=200&maxH=200,故書001119,故,書,法書
臨智永千文 冊,法書,長6.9公分 寬4.3公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60913?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1212032&randomCode=815868758&maxW=200&maxH=200,故書001118,故,書,法書
金剛般若波羅蜜經 冊,法書,長6.3公分 寬3.9公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60912?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1212221&randomCode=669580010&maxW=200&maxH=200,故書001117,故,書,法書
王際華書御製讀韓子 冊,法書,長8.9公分 寬5.4公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60911?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1211306&randomCode=278955818&maxW=200&maxH=200,故書001116,故,書,法書
臨虞世南書破邪論序 冊,法書,長13.6公分 寬6.4公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60910?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1196599&randomCode=343278554&maxW=200&maxH=200,故書001115,故,書,法書
臨各家書 冊,法書,長13.7公分 寬6.4公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60909?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1196590&randomCode=1029941652&maxW=200&maxH=200,故書001114,故,書,法書
臨帖 冊,法書,長7.0公分 寬5.4公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60908?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1196779&randomCode=1873613954&maxW=200&maxH=200,故書001113,故,書,法書
臨米芾書 冊,法書,長8.8公分 寬4.5公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60907?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1196638&randomCode=787336913&maxW=200&maxH=200,故書001112,故,書,法書
清仁宗御書詩雅頌四篇 冊,法書,長7.1公分 寬4.6公分 厚1.2公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60906?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1183899&randomCode=394982016&maxW=200&maxH=200,故書001111,故,書,法書
清仁宗御書荀勖省吏議 冊,法書,長7.1公分 寬4.7公分 厚1.3公分；函套長7.1公分 寬5.2公分 厚1.8公分,清 嘉慶五年,,https://digitalarchive.npm.gov.tw/Collection/Detail/60905?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1180569&randomCode=855121059&maxW=200&maxH=200,故書001110,故,書,法書
冊頁,法書,長寬5.6x4.2公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/60904?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1177959&randomCode=1812920741&maxW=200&maxH=200,故書001109,故,書,法書
書御製詩 軸,法書,高8.2公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60903?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1177956&randomCode=790966436&maxW=200&maxH=200,故書001108,故,書,法書
理貫幾康 冊,法書,長8.9公分 寬5.2公分 高1.2公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60902?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=897895&randomCode=462766162&maxW=200&maxH=200,故書001107,故,書,法書
臨宋四家帖 冊,法書,長21.5公分 寬21.9公分 高2.5公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60901?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1300165&randomCode=1896785571&maxW=200&maxH=200,故書001106,故,書,法書
臨趙孟頫書杜詩 卷,法書,幅寬22.4公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60900?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1298021&randomCode=826589214&maxW=200&maxH=200,故書001105,故,書,法書
觀保書王勃寒梧棲鳳賦 卷,法書,幅寬22.6公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60899?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1300159&randomCode=168457961&maxW=200&maxH=200,故書001104,故,書,法書
金剛般若波羅蜜經 冊,法書,長13.5公分 寬5.4公分,明,,https://digitalarchive.npm.gov.tw/Collection/Detail/60898?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1157466&randomCode=1977020878&maxW=200&maxH=200,故書001103,故,書,法書
宣韶集瑞圖 冊,法書,徑9.7公分 厚1.6公分,清 乾隆四十年,圓形圖冊，木製的封面上刻隸書填金「宣韶集瑞」四字。冊頁共七開，由第六開詩文末端楷書「御製乙未春帖子」及「臣王際華敬書」款得知，圖冊為內閣學士王際華（1717-1776）謄寫清乾隆乙未年（1775）皇帝御筆的春帖子而來。王氏並繪製歲朝圖敬呈。清宮的春帖子多為皇帝御筆，書寫於立春、端午和中秋等節日，內容為吉祥詩詞或話語，作為貼掛內廷的門扉或賞賜臣工。 畫冊為對開本，分別以左畫、右書的形式編排。,https://digitalarchive.npm.gov.tw/Collection/Detail/60897?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1107026&randomCode=773155047&maxW=200&maxH=200,故書001102,故,書,法書
臨王羲之楷帖二種 冊,法書,長9.0公分 寬14.5公分 高1.7公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60896?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1159838&randomCode=796326664&maxW=200&maxH=200,故書001101,故,書,法書
董誥書春華集慶 冊,法書,長5.9公分 寬6.1公分 高1.5公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60895?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1158468&randomCode=396712721&maxW=200&maxH=200,故書001100,故,書,法書
于敏中書御題吳山十六景 冊,法書,長4.3公分 寬4.3公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60894?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1157293&randomCode=635687937&maxW=200&maxH=200,故書001099,故,書,法書
臨淳化閣法帖 冊,法書,長8.1公分 寬5.1公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60893?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1158401&randomCode=931894956&maxW=200&maxH=200,故書001098,故,書,法書
新韶宣藻 冊,法書,長6.0公分 寬5.9公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60892?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1157116&randomCode=1308169169&maxW=200&maxH=200,故書001097,故,書,法書
書以人文化成天下賦 冊,法書,長11.9公分 寬12.1公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/60891?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1087419&randomCode=1593487619&maxW=200&maxH=200,故書001096,故,書,法書
撫辰經緯 冊,法書,長8.2公分 寬8.2公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60890?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=149476&randomCode=632226527&maxW=200&maxH=200,故書001095,故,書,法書
御臨王羲之四帖 冊,法書,長8.0公分 寬4.7公分 厚1.1公分,清 乾隆,木質封面小冊頁，前後以木質裝幀，木質封面刻「御臨王羲之四帖」填金隸字。內頁繪有界行，行內為乾隆皇帝臨寫王羲之的四件書帖，依次分別〈宰相安和帖〉、〈闊別帖〉、〈虞休帖〉、〈袁生帖〉，這四件作品俱見於宋代《大觀帖》，但為王羲之異時所書的四件尺牘，所以風格略有差別。但在乾隆皇帝的筆下，不但四帖風格相差不大，而且大部分的結體也較偏方正，而無王羲之原本的變化。可說是將多樣的風格納入規矩當中，而乾隆皇帝嫻熟的草法，也可見他對於書帖臨習的勤奮。,https://digitalarchive.npm.gov.tw/Collection/Detail/60889?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=282226&randomCode=278955818&maxW=200&maxH=200,故書001094,故,書,法書
九符 冊,法書,長7.3公分 寬3.8公分 厚1.2公分,清 乾隆,木質封面小冊頁，前後以木質裝幀，木質封面刻「九符」填金篆字。內頁有界行，界行內為張照（1691-1745）以端正的楷書書寫〈九符〉一文，書法注重細緻的提按，並搭配類於顏真卿的寬綽結字，在規矩中展現著用筆轉折的變化。內頁並有「乾清宮鑑藏寶」等印記，該印為《石渠寶笈初編》標準印記之一，經查《石渠寶笈初編》雖收有兩件張照所書的〈九符〉（上等天一、上等天二），但藏地為重華宮，所以本件小冊頁並未收入《石渠寶笈初編》。〈九符〉為乾隆皇帝未登基前所作，文載《欽定樂善堂全集定本》卷十。由小冊頁後有「皇四子撰，張照敬書」可知，這是雍正年間清高宗尚為寶親王時所書，可說是兩人互動的實物見證之一。,https://digitalarchive.npm.gov.tw/Collection/Detail/60888?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=282222&randomCode=746353907&maxW=200&maxH=200,故書001093,故,書,法書
御書臨蘇軾詩帖 冊,法書,長6.3公分 寬3.6公分 厚0.9公分,清 乾隆,木質封面小冊頁，前後以木質裝幀，木質封面刻「御臨蘇軾詩帖」填金隸字。內頁繪有界行，行內為乾隆皇帝臨寫蘇軾作品：〈聽賢師琴〉，一如常見的乾隆皇帝臨書之作，這一件也是出於己意者多、而規模蘇軾書風者少，書寫不疾不徐，雖無蘇軾婀娜變化的態勢，卻顯得沈穩安和。此外，乾隆皇帝還屢次御製詩中引用這件書帖中的文字，如乾隆皇帝在〈琴峽亭〉中言：「東坡聽得賢師操，絃是春溫和且平」（《御製詩四集》卷四），便是引用了書帖中的文字：「大絃春溫和且平」，可見乾隆皇帝應該相當喜歡這件蘇軾的作品。,https://digitalarchive.npm.gov.tw/Collection/Detail/60887?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=282215&randomCode=230881879&maxW=200&maxH=200,故書001092,故,書,法書
臨趙孟頫畫訣 冊,法書,長14.0公分 寬10.3公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60886?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1080194&randomCode=1062103020&maxW=200&maxH=200,故書001091,故,書,法書
御書程子四箴 冊,法書,長21.0公分 高9.0公分 厚1.5公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60885?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=903826&randomCode=1377684020&maxW=200&maxH=200,故書001090,故,書,法書
御書般若波羅蜜多心經 卷,法書,寬7.0公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60884?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1244717&randomCode=1575676230&maxW=200&maxH=200,故書001087,故,書,法書
清高宗御筆八大人覺經 冊,法書,長4.4公分 寬2.9公分 厚0.7公分,清 乾隆二十六年,,https://digitalarchive.npm.gov.tw/Collection/Detail/60883?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1244823&randomCode=1413474911&maxW=200&maxH=200,故書001086,故,書,法書
御書杜詩 冊,法書,長8.8公分 寬4.9公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60882?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1244813&randomCode=1561494364&maxW=200&maxH=200,故書001085,故,書,法書
緝理賅誠 冊,法書,長6.3公分 寬13.0公分 高2.0公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60881?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1175110&randomCode=1805829808&maxW=200&maxH=200,故書001084,故,書,法書
御筆叩寂探元 冊,法書,長6.5公分 寬4.7公分 厚0.6公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60880?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=648286&randomCode=1113806482&maxW=200&maxH=200,故書001083,故,書,法書
御筆怡情宣翰 冊,法書,長4.2公分 寬4.1公分 厚0.7公分,清 嘉慶,,https://digitalarchive.npm.gov.tw/Collection/Detail/60879?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=649452&randomCode=787336913&maxW=200&maxH=200,故書001082,故,書,法書
周興岱節書王維山水論 卷,法書,長17.8公分,清,,https://digitalarchive.npm.gov.tw/Collection/Detail/60878?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1218350&randomCode=637586755&maxW=200&maxH=200,故書001081,故,書,法書
臨宋四家帖 冊,法書,長5.4公分 寬7.4公分 高2.1公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60877?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1241771&randomCode=123845432&maxW=200&maxH=200,故書001080,故,書,法書
御書蘇軾刑賞忠厚之至論 冊,法書,長寬7.0x5.1公分 厚1.9公分,,,https://digitalarchive.npm.gov.tw/Collection/Detail/60876?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1237868&randomCode=218430718&maxW=200&maxH=200,故書001079,故,書,法書
清仁宗御臨樂毅論 冊,法書,長12.7公分 寬9.2公分 厚1.8公分,清 嘉慶五年,,https://digitalarchive.npm.gov.tw/Collection/Detail/60875?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1237034&randomCode=82862426&maxW=200&maxH=200,故書001078,故,書,法書
《朱子詩》（卷九、十）,法書,長7.1公分 寬11.1公分,清 乾隆,,https://digitalarchive.npm.gov.tw/Collection/Detail/60874?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=1239224&randomCode=1019221196&maxW=200&maxH=200,故書001077,故,書,法書
